"DEPLOYMENT NAME","QUAY TAG","PACKAGE NAME","VERSION INSTALLED","DEPENDENCY TYPE"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","netty-transport-native-unix-common","4.1.77.Final-redhat-00001","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","netty-transport-native-unix-common","4.1.77.Final-redhat-00001","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","nimbus-jose-jwt","9.10.0.redhat-00002","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","nimbus-jose-jwt","9.21.0.redhat-00001","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","nmap-ncat","2:7.70-6.el8","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","npth","1.5-4.el8","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","nspr","4.34.0-3.el8_6","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","nss","3.79.0-10.el8_6","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","nss-softokn","3.79.0-10.el8_6","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","nss-softokn-freebl","3.79.0-10.el8_6","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","nss-sysinit","3.79.0-10.el8_6","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","nss-util","3.79.0-10.el8_6","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","okhttp","3.14.4.redhat-00001","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","okio","1.17.2.redhat-00002","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","opa-authorizer","1.4.0.redhat-00003","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","openldap","2.4.46-18.el8","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","openssl","1:1.1.1k-7.el8_6","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","openssl-libs","1:1.1.1k-7.el8_6","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","opentracing-api","0.33.0.redhat-00001","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","opentracing-kafka-client","0.1.15.redhat-00006","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","opentracing-noop","0.33.0.redhat-00001","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","opentracing-tracerresolver","0.1.8.redhat-00001","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","opentracing-util","0.33.0.redhat-00001","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","osgi-resource-locator","1.0.3.redhat-00001","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","p11-kit","0.23.22-1.el8","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","p11-kit-trust","0.23.22-1.el8","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","pam","1.3.1-16.el8_6.1","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","paranamer","2.8.0.redhat-00001","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","paranamer","2.8.0.redhat-00001","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","pcre","8.42-6.el8","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","pcre2","10.32-3.el8_6","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","pkgconf","1.4.2-1.el8","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","pkgconf-m4","1.4.2-1.el8","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","pkgconf-pkg-config","1.4.2-1.el8","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","platform-python","3.6.8-47.el8_6","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","platform-python-setuptools","39.2.0-6.el8","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","plexus-utils","3.3.0.redhat-00001","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","ply","3.9","python"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","popt","1.18-1.el8","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","postgresql","42.2.12","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","postgresql","42.2.14","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","protobuf-c","1.3.0-6.el8","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","protobuf-java","3.8.0","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","publicsuffix-list-dafsa","20180723-1.el8","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","python3-bind","32:9.11.36-3.el8_6.1","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","python3-libs","3.6.8-47.el8_6","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","python3-pip-wheel","9.0.3-22.el8","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","python3-ply","3.9-9.el8","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","python3-setuptools-wheel","39.2.0-6.el8","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","readline","7.0-10.el8","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","redhat-release","8.6-0.1.el8","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","reflections","0.9.12.redhat-00002","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","reload4j","1.2.19.redhat-00001","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","rocksdbjni","6.29.4.redhat-00003","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","rootfiles","8.1-22.el8","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","rpm","4.14.3-23.el8","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","rpm-libs","4.14.3-23.el8","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","rsync","3.1.3-14.el8_6.3","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","saslprep","1.1","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","scala-collection-compat_2.13","2.4.4.redhat-00002","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","scala-collection-compat_2.13","2.6.0.redhat-00001","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","scala-java8-compat_2.13","1.0.0.redhat-00002","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","scala-java8-compat_2.13","1.0.2.redhat-00001","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","scala-library","2.13.6.redhat-00005","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","scala-library","2.13.8.redhat-00002","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","scala-logging_2.13","3.9.3.redhat-00002","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","scala-logging_2.13","3.9.4.redhat-00001","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","scala-reflect","2.13.6.redhat-00005","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","scala-reflect","2.13.8.redhat-00002","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","sed","4.5-5.el8","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","setup","2.12.2-6.el8","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","setuptools","39.2.0","python"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","shadow-utils","2:4.6-16.el8","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","slf4j-api","1.7.25","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","slf4j-api","1.7.26","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","slf4j-api","1.7.36.redhat-00002","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","slf4j-api","1.7.36.redhat-00002","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","slf4j-reload4j","1.7.36.redhat-00002","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","snakeyaml","1.29.0.redhat-00001","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","snakeyaml","1.31.0.redhat-00001","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","snakeyaml","1.31.0.redhat-00001","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","snappy-java","1.1.8.4-redhat-00002","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","snappy-java","1.1.8.4-redhat-00002","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","sqlite-libs","3.26.0-15.el8","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","stringprep","1.1","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","stunnel","5.56-5.el8_3","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","swagger-annotations","2.1.10.redhat-00001","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","swagger-core","2.1.10.redhat-00001","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","swagger-models","2.1.10.redhat-00001","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","swagger-parser-core","2.0.27.redhat-00001","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","swagger-parser-v3","2.0.27.redhat-00001","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","systemd","239-58.el8_6.7","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","systemd-libs","239-58.el8_6.7","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","systemd-pam","239-58.el8_6.7","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","tar","2:1.30-5.el8","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","tini","0.19.0-2.el8amq","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","tracing-agent","0.29.0.redhat-00014","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","ttmkfdir","3.0.9-54.el8","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","tzdata","2022c-1.el8","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","tzdata-java","2022c-1.el8","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","unzip","6.0-46.el8","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","util-linux","2.32.1-35.el8","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","xorg-x11-font-utils","1:7.5-41.el8","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","xorg-x11-fonts-Type1","7.5-19.el8","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","xz-libs","5.2.4-4.el8_6","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","zjsonpatch","0.3.0.redhat-00001","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","zlib","1.2.11-18.el8_5","rpm"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","zookeeper","3.6.3.redhat-00028","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","zookeeper","3.6.3.redhat-00034","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","zookeeper-jute","3.6.3.redhat-00028","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","zookeeper-jute","3.6.3.redhat-00034","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","zstd-jni","1.5.0.2-redhat-00003","java-archive"
"quay.io/cloudservices/xjoin-kafka-connect-strimzi","546c309","zstd-jni","1.5.2.3-redhat-00002","java-archive"
"quay.io/cloudservices/xjoin-search","ce974af","@ampproject/remapping","2.1.2","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@apidevtools/json-schema-ref-parser","9.0.9","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@apollo/protobufjs","1.2.6","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@apollo/utils.dropunuseddefinitions","1.1.0","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@apollo/utils.keyvaluecache","1.0.1","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@apollo/utils.logger","1.0.1","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@apollo/utils.printwithreducedwhitespace","1.1.0","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@apollo/utils.removealiases","1.0.0","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@apollo/utils.sortast","1.1.0","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@apollo/utils.stripsensitiveliterals","1.2.0","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@apollo/utils.usagereporting","1.0.0","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@apollographql/apollo-tools","0.5.3","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@apollographql/graphql-playground-html","1.6.29","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@ardatan/relay-compiler","12.0.0","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@ardatan/relay-compiler","12.0.0","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@ardatan/relay-compiler","12.0.0","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@ardatan/sync-fetch","0.0.1","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@babel/code-frame","7.12.11","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@babel/code-frame","7.16.7","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@babel/code-frame","7.16.7","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@babel/code-frame","7.18.6","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@babel/code-frame","7.18.6","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@babel/compat-data","7.20.0","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@babel/core","7.17.8","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@babel/generator","7.20.0","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@babel/helper-annotate-as-pure","7.18.6","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@babel/helper-compilation-targets","7.20.0","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@babel/helper-create-class-features-plugin","7.19.0","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@babel/helper-environment-visitor","7.18.9","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@babel/helper-function-name","7.19.0","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@babel/helper-hoist-variables","7.18.6","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@babel/helper-member-expression-to-functions","7.18.9","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@babel/helper-module-imports","7.18.6","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@babel/helper-module-transforms","7.19.6","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@babel/helper-optimise-call-expression","7.18.6","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@babel/helper-plugin-utils","7.19.0","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@babel/helper-replace-supers","7.19.1","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@babel/helper-simple-access","7.19.4","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@babel/helper-skip-transparent-expression-wrappers","7.20.0","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@babel/helper-split-export-declaration","7.18.6","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@babel/helper-string-parser","7.19.4","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@babel/helper-validator-identifier","7.19.1","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@babel/helper-validator-option","7.18.6","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@babel/helpers","7.17.8","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@babel/highlight","7.18.6","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@babel/parser","7.20.0","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@babel/plugin-proposal-class-properties","7.18.6","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@babel/plugin-proposal-object-rest-spread","7.19.4","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@babel/plugin-syntax-async-generators","7.8.4","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@babel/plugin-syntax-bigint","7.8.3","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@babel/plugin-syntax-class-properties","7.12.13","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@babel/plugin-syntax-flow","7.18.6","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@babel/plugin-syntax-import-meta","7.10.4","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@babel/plugin-syntax-json-strings","7.8.3","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@babel/plugin-syntax-jsx","7.18.6","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@babel/plugin-syntax-logical-assignment-operators","7.10.4","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@babel/plugin-syntax-nullish-coalescing-operator","7.8.3","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@babel/plugin-syntax-numeric-separator","7.10.4","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@babel/plugin-syntax-object-rest-spread","7.8.3","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@babel/plugin-syntax-optional-catch-binding","7.8.3","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@babel/plugin-syntax-optional-chaining","7.8.3","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@babel/plugin-syntax-top-level-await","7.14.5","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@babel/plugin-syntax-typescript","7.16.7","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@babel/plugin-transform-arrow-functions","7.18.6","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@babel/plugin-transform-block-scoped-functions","7.18.6","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@babel/plugin-transform-block-scoping","7.20.0","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@babel/plugin-transform-classes","7.19.0","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@babel/plugin-transform-computed-properties","7.18.9","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@babel/plugin-transform-destructuring","7.20.0","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@babel/plugin-transform-flow-strip-types","7.19.0","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@babel/plugin-transform-for-of","7.18.8","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@babel/plugin-transform-function-name","7.18.9","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@babel/plugin-transform-literals","7.18.9","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@babel/plugin-transform-member-expression-literals","7.18.6","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@babel/plugin-transform-modules-commonjs","7.19.6","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@babel/plugin-transform-object-super","7.18.6","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@babel/plugin-transform-parameters","7.18.8","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@babel/plugin-transform-property-literals","7.18.6","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@babel/plugin-transform-react-display-name","7.18.6","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@babel/plugin-transform-react-jsx","7.19.0","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@babel/plugin-transform-shorthand-properties","7.18.6","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@babel/plugin-transform-spread","7.19.0","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@babel/plugin-transform-template-literals","7.18.9","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@babel/runtime","7.20.0","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@babel/template","7.18.10","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@babel/traverse","7.20.0","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@babel/types","7.20.0","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@bcoe/v8-coverage","0.2.3","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@bcoe/v8-coverage","0.2.3","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@ckyrouac/json-schema-to-es-mapping","0.3.7","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@cspotcode/source-map-support","0.8.1","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@cspotcode/source-map-support","0.8.1","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@digitak/esrun","1.2.19","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@digitak/grubber","2.0.6","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@elastic/elasticsearch","7.13.0","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@eslint/eslintrc","0.4.3","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@godaddy/terminus","4.10.2","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@graphql-codegen/cli","2.13.8","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@graphql-codegen/core","2.6.2","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@graphql-codegen/introspection","2.2.1","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@graphql-codegen/plugin-helpers","2.7.1","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@graphql-codegen/plugin-helpers","2.7.1","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@graphql-codegen/plugin-helpers","2.7.1","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@graphql-codegen/plugin-helpers","2.7.1","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@graphql-codegen/schema-ast","2.5.1","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@graphql-codegen/typescript","2.8.0","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@graphql-codegen/typescript-resolvers","2.7.5","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@graphql-codegen/visitor-plugin-common","2.13.0","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@graphql-codegen/visitor-plugin-common","2.13.0","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@graphql-codegen/visitor-plugin-common","2.13.0","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@graphql-tools/apollo-engine-loader","7.3.15","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@graphql-tools/batch-execute","8.5.8","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@graphql-tools/code-file-loader","7.3.8","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@graphql-tools/delegate","9.0.10","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@graphql-tools/executor","0.0.2","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@graphql-tools/git-loader","7.2.8","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@graphql-tools/github-loader","7.3.15","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@graphql-tools/graphql-file-loader","7.5.7","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@graphql-tools/graphql-tag-pluck","7.3.8","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@graphql-tools/graphql-tag-pluck","7.3.8","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@graphql-tools/graphql-tag-pluck","7.3.8","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@graphql-tools/import","6.7.8","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@graphql-tools/json-file-loader","7.4.8","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@graphql-tools/load","7.8.0","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@graphql-tools/merge","8.2.6","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@graphql-tools/merge","8.3.6","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@graphql-tools/merge","8.3.8","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@graphql-tools/merge","8.3.8","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@graphql-tools/merge","8.3.8","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@graphql-tools/merge","8.3.8","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@graphql-tools/mock","8.6.3","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@graphql-tools/optimize","1.3.1","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@graphql-tools/optimize","1.3.1","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@graphql-tools/optimize","1.3.1","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@graphql-tools/prisma-loader","7.2.26","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@graphql-tools/relay-operation-optimizer","6.5.8","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@graphql-tools/relay-operation-optimizer","6.5.8","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@graphql-tools/relay-operation-optimizer","6.5.8","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@graphql-tools/schema","8.3.5","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@graphql-tools/schema","9.0.4","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@graphql-tools/schema","9.0.6","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@graphql-tools/schema","9.0.6","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@graphql-tools/schema","9.0.6","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@graphql-tools/url-loader","7.16.6","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@graphql-tools/utils","8.12.0","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@graphql-tools/utils","8.13.1","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@graphql-tools/utils","8.13.1","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@graphql-tools/utils","8.13.1","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@graphql-tools/utils","8.13.1","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@graphql-tools/utils","8.13.1","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@graphql-tools/utils","8.13.1","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@graphql-tools/utils","8.13.1","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@graphql-tools/utils","8.6.5","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@graphql-tools/utils","8.6.5","npm"
"quay.io/cloudservices/xjoin-search","ce974af","@graphql-tools/wrap","9.2.5","npm"
